SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 1,FACULTAD 4,LICENCIATURA 15,dereian poner un poco mas de atencion con los correos que se les envian,dereian poner un poco mas de atencion con los correos que se les envian,"['dereian', 'poner', 'mas', 'atencion', 'correos', 'envian']","['dereiar', 'atencion', 'correos', 'enviar']",Positivo,56.25%,3,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 10,Desarrollar edificios para estacionamientos o áreas más amplias para esto,Desarrollar edificios para estacionamientos o áreas más amplias para esto,"['desarrollar', 'edificios', 'estacionamientos', 'áreas', 'amplias']","['desarrollar', 'edificio', 'estacionamiento', 'área', 'amplio']",Positivo,82.48%,4,
SEDE 7,FACULTAD 1,LICENCIATURA 02,"Desde abril, pagué mi matrícula vía internet y aun me sale el saldo pendiente, espero eso no se me complique al momento de matricularme en el segundo semestre.","Desde abril, pagué mi matrícula vía internet y aun me sale el saldo pendiente, espero eso no se me complique al momento de matricularme en el segundo semestre.","['abril', 'pagué', 'matrícula', 'vía', 'internet', 'aun', 'sale', 'saldo', 'pendiente', 'espero', 'complique', 'momento', 'matricularme', 'segundo', 'semestre']","['abril', 'pagué', 'matrícula', 'vía', 'internet', 'salir', 'saldo', 'pendiente', 'esperar', 'complique', 'momento', 'matricular yo', 'semestre']",Positivo,53.58%,7,acceso
SEDE 1,FACULTAD 5,LICENCIATURA 27,Designar un centro de copias e impresiones,Designar un centro de copias e impresiones,"['designar', 'centro', 'copias', 'impresiones']","['designar', 'centro', 'copia', 'impresión']",Positivo,78.12%,1,laboratorio
SEDE 1,FACULTAD 4,INGENIERIA 21,Destinar más espacios para estacionamientos que no sea estacionarlos en la calle,Destinar más espacios para estacionamientos que no sea estacionarlos en la calle,"['destinar', 'espacios', 'estacionamientos', 'estacionarlos', 'calle']","['destinar', 'espacio', 'estacionamiento', 'estacionarlos', 'calle']",Positivo,78.10%,2,
SEDE 1,FACULTAD 3,POSTGRADO 38,Difícil acceso a la información general para aplicar.,Difícil acceso a la información general para aplicar.,"['difícil', 'acceso', 'información', 'general', 'aplicar']","['difícil', 'acceso', 'información', 'general', 'aplicar']",Positivo,44.92%,7,acceso
SEDE 1,FACULTAD 1,INGENIERIA 01,Difundir mejor la información de las actividades deportivas.,Difundir mejor la información de las actividades deportivas.,"['difundir', 'mejor', 'información', 'actividades', 'deportivas']","['difundir', 'información', 'actividad', 'deportivo']",Positivo,52.87%,4,
SEDE 1,FACULTAD 5,LICENCIATURA 23,Diria que en la parte seguridad en las paradas,Diria que en la parte seguridad en las paradas,"['diria', 'parte', 'seguridad', 'paradas']","['dirio', 'seguridad', 'parada']",Positivo,70.83%,4,
SEDE 8,FACULTAD 1,LICENCIATURA 04,Diría que los espacios para las clases en los laboratorios de computación deben estar más disponibles para recirbir las clases necesarias en las materias que lo indican.,Diría que los espacios para las clases en los laboratorios de computación deben estar más disponibles para recirbir las clases necesarias en las materias que lo indican.,"['diría', 'espacios', 'clases', 'laboratorios', 'computación', 'deben', 'disponibles', 'recirbir', 'clases', 'necesarias', 'materias', 'indican']","['decir', 'espacio', 'clás', 'laboratorio', 'computación', 'disponible', 'recirbir', 'clase', 'necesario', 'materia', 'indicar']",Positivo,58.89%,1,laboratorio
SEDE 6,FACULTAD 4,LICENCIATURA 14,Disponer de herramientas tecnológicas para impartir las clases y laboratorios,Disponer de herramientas tecnológicas para impartir las clases y laboratorios,"['disponer', 'herramientas', 'tecnológicas', 'impartir', 'clases', 'laboratorios']","['disponer', 'herramienta', 'tecnológico', 'impartir', 'clase', 'laboratorio']",Positivo,78.11%,0,variedad
SEDE 6,FACULTAD 4,LICENCIATURA 15,"Disponibilidad de áreas para estudio, ya que en muchas ocasiones la biblioteca o en cafetin los usan para distintas actividades y no es posible el estudio en esas áreas.","Disponibilidad de áreas para estudio, ya que en muchas ocasiones la biblioteca o en cafetin los usan para distintas actividades y no es posible el estudio en esas áreas.","['disponibilidad', 'áreas', 'estudio', 'muchas', 'ocasiones', 'biblioteca', 'cafetin', 'usan', 'distintas', 'actividades', 'posible', 'estudio', 'áreas']","['disponibilidad', 'área', 'estudio', 'ocasión', 'biblioteca', 'cafetin', 'distinto', 'actividad', 'estudio', 'área']",Positivo,90.27%,6,estudio
SEDE 1,FACULTAD 6,LICENCIATURA 24,"Disponibilidad de atencion universitaria (cajas, atencion medica, secretaria academuca, fotocopias, serviciow informativos) total ausencia en turno nocturno","Disponibilidad de atencion universitaria (cajas, atencion medica, secretaria academuca, fotocopias, serviciow informativos) total ausencia en turno nocturno","['disponibilidad', 'atencion', 'universitaria', 'cajas', 'atencion', 'medica', 'secretaria', 'academuca', 'fotocopias', 'serviciow', 'informativos', 'total', 'ausencia', 'turno', 'nocturno']","['disponibilidad', 'atencion', 'universitario', 'cajas', 'atencion', 'medica', 'secretaria', 'academuca', 'fotocopias', 'serviciow', 'informativo', 'ausencio', 'turno', 'nocturno']",Positivo,45.03%,7,acceso
SEDE 1,FACULTAD 5,INGENIERIA 29,Disponibilidad de cajeros y puntos de recarga para transporte público,Disponibilidad de cajeros y puntos de recarga para transporte público,"['disponibilidad', 'cajeros', 'puntos', 'recarga', 'transporte', 'público']","['disponibilidad', 'cajeros', 'punto', 'recargar', 'transporte', 'público']",Positivo,37.57%,4,
SEDE 8,FACULTAD 5,LICENCIATURA 23,Disponibilidad de equipos y elementos deportivos.,Disponibilidad de equipos y elementos deportivos.,"['disponibilidad', 'equipos', 'elementos', 'deportivos']","['disponibilidad', 'equipo', 'elemento', 'deportivo']",Positivo,78.11%,4,
SEDE 1,FACULTAD 2,TÉCNICO 05,disponibilidad de lugares para hacer  proyectos fuera de hora de clases,disponibilidad de lugares para hacer  proyectos fuera de hora de clases,"['disponibilidad', 'lugares', 'hacer', 'proyectos', 'hora', 'clases']","['disponibilidad', 'lugares', 'proyecto', 'hora', 'clase']",Positivo,49.63%,1,laboratorio
SEDE 1,FACULTAD 3,INGENIERIA 15,Disposicion a poner mayores opciones ofertadas de salones,Disposicion a poner mayores opciones ofertadas de salones,"['disposicion', 'poner', 'mayores', 'opciones', 'ofertadas', 'salones']","['disposicion', 'mayor', 'opción', 'ofertada', 'salón']",Positivo,56.24%,0,variedad
SEDE 1,FACULTAD 6,LICENCIATURA 24,"Distribucion de informacion tardia, en especial comunicados por sucesos en particular.","Distribucion de informacion tardia, en especial comunicados por sucesos en particular.","['distribucion', 'informacion', 'tardia', 'especial', 'comunicados', 'sucesos', 'particular']","['distribucion', 'informacion', 'tardia', 'especial', 'comunicado', 'suceso', 'particular']",Positivo,12.50%,0,variedad
SEDE 1,FACULTAD 4,INGENIERIA 17,Distribuir mejor el espacio en la biblioteca o habilitar más salones de estudio,Distribuir mejor el espacio en la biblioteca o habilitar más salones de estudio,"['distribuir', 'mejor', 'espacio', 'biblioteca', 'habilitar', 'salones', 'estudio']","['distribuir', 'espacio', 'biblioteca', 'habilitar', 'salón', 'estudio']",Positivo,82.50%,6,estudio
SEDE 2,FACULTAD 2,INGENIERIA 08,Di----ultad al acceder a salones de estudio,Di----ultad al acceder a salones de estudio,"['diultad', 'acceder', 'salones', 'estudio']","['diultad', 'acceder', 'salón', 'estudio']",Positivo,56.25%,6,estudio
SEDE 8,FACULTAD 5,LICENCIATURA 23,Di----ultad para caminar en dias de lluvia,Di----ultad para caminar en dias de lluvia,"['diultad', 'caminar', 'dias', 'lluvia']","['diultad', 'caminar', 'lluvia']",Positivo,56.25%,5,centro
SEDE 2,FACULTAD 5,LICENCIATURA 27,Di----ultades para poder usar el wifi del instituto: falla de conexión,Di----ultades para poder usar el wifi del instituto: falla de conexión,"['diultades', 'poder', 'usar', 'wifi', 'instituto', 'falla', 'conexión']","['diultad', 'wifi', 'instituto', 'falla', 'conexión']",Positivo,70.83%,3,wifi
SEDE 1,FACULTAD 4,INGENIERIA 20,Divulfar las informaciones o actividades para estudiantes como actividades deportivas o otras,Divulfar las informaciones o actividades para estudiantes como actividades deportivas o otras,"['divulfar', 'informaciones', 'actividades', 'estudiantes', 'actividades', 'deportivas']","['divulfar', 'información', 'actividad', 'estudiant', 'actividad', 'deportivo']",Positivo,47.18%,4,
SEDE 1,FACULTAD 3,INGENIERIA 15,Divulgación de info a los centros regionales,Divulgación de info a los centros regionales,"['divulgación', 'info', 'centros', 'regionales']","['divulgación', 'info', 'centro', 'regional']",Positivo,78.11%,5,centro
SEDE 1,FACULTAD 3,LICENCIATURA 09,Divulgación de la información sobre las prácticas profesionales,Divulgación de la información sobre las prácticas profesionales,"['divulgación', 'información', 'prácticas', 'profesionales']","['divulgación', 'información', 'práctico', 'profesional']",Positivo,82.47%,1,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 25,Divulgación más amplia de las oportunidades de investigación,Divulgación más amplia de las oportunidades de investigación,"['divulgación', 'amplia', 'oportunidades', 'investigación']","['divulgación', 'amplio', 'oportunidad', 'investigación']",Positivo,46.62%,7,acceso
SEDE 1,FACULTAD 1,INGENIERIA 01,"divulgar por correo los cursos con becas para los estudiantes no solo los que tienen costos, la universidad dicta cursos excelentes pero los estudiantes solo se enteran de boca en boca","divulgar por correo los cursos con becas para los estudiantes no solo los que tienen costos, la universidad dicta cursos excelentes pero los estudiantes solo se enteran de boca en boca","['divulgar', 'correo', 'cursos', 'becas', 'estudiantes', 'solo', 'costos', 'universidad', 'dicta', 'cursos', 'excelentes', 'estudiantes', 'solo', 'enteran', 'boca', 'boca']","['divulgar', 'correo', 'curso', 'beca', 'estudiant', 'costo', 'universidad', 'dictar', 'curso', 'excelente', 'estudiante', 'enterar', 'boca', 'boco']",Positivo,49.77%,5,centro
SEDE 1,FACULTAD 1,INGENIERIA 01,"Dotar de servicios gratuitos de uso de computadoras, sin costo adicional. Dotado por la UTP.","Dotar de servicios gratuitos de uso de computadoras, sin costo adicional. Dotado por la UTP.","['dotar', 'servicios', 'gratuitos', 'uso', 'computadoras', 'costo', 'adicional', 'dotado', 'utp']","['dotar', 'servicio', 'gratuito', 'computadora', 'costo', 'adicional', 'dotado', 'utp']",Positivo,54.07%,2,
SEDE 1,FACULTAD 3,LICENCIATURA 10,Durante el primer semestre hubieron 2 salones que fue di----ultoso encender el proyector porque faltaban cables,Durante el primer semestre hubieron 2 salones que fue di----ultoso encender el proyector porque faltaban cables,"['primer', 'semestre', 'salones', 'diultoso', 'encender', 'proyector', 'faltaban', 'cables']","['semestre', 'salón', 'diultoso', 'encender', 'proyector', 'faltar', 'cable']",Positivo,53.11%,4,
SEDE 1,FACULTAD 4,LICENCIATURA 14,edificio #4 necesita un área de comedor esta muy lejos ir hasta los otros edificios,edificio #4 necesita un área de comedor esta muy lejos ir hasta los otros edificios,"['edificio', 'necesita', 'área', 'comedor', 'lejos', 'edificios']","['edificio', 'necesitar', 'área', 'comedor', 'lejos', 'edificio']",Positivo,61.84%,4,
SEDE 1,FACULTAD 3,INGENIERIA 15,El ---- no cuenta con variedad de maquinas dispensadoras.,El ---- no cuenta con variedad de maquinas dispensadoras.,"['cuenta', 'variedad', 'maquinas', 'dispensadoras']","['variedad', 'maquina', 'dispensadora']",Positivo,56.25%,0,variedad
SEDE 1,FACULTAD 1,INGENIERIA 01,"El acceso a computadoras y equipo tecnológico que ayude a estudiantes que no pueden o no tienen computadora, se debe invertir en ayudar a los estudiantes que requieran de l apoyo","El acceso a computadoras y equipo tecnológico que ayude a estudiantes que no pueden o no tienen computadora, se debe invertir en ayudar a los estudiantes que requieran de l apoyo","['acceso', 'computadoras', 'equipo', 'tecnológico', 'ayude', 'estudiantes', 'pueden', 'computadora', 'debe', 'invertir', 'ayudar', 'estudiantes', 'requieran', 'apoyo']","['acceso', 'computadora', 'equipo', 'tecnológico', 'ayude', 'estudiant', 'computadora', 'invertir', 'ayudar', 'estudiante', 'requeír', 'apoyo']",Positivo,83.15%,7,acceso
SEDE 4,FACULTAD 3,INGENIERIA 15,"El acceso a internet puede resultar un poco lento; seria conveniente explorar opciones para mejorar la velocidad y estabilidad de la conexión, facilitando así la búsqueda y obtención de información.","El acceso a internet puede resultar un poco lento; seria conveniente explorar opciones para mejorar la velocidad y estabilidad de la conexión, facilitando así la búsqueda y obtención de información.","['acceso', 'internet', 'puede', 'resultar', 'lento', 'seria', 'conveniente', 'explorar', 'opciones', 'mejorar', 'velocidad', 'estabilidad', 'conexión', 'facilitando', 'así', 'búsqueda', 'obtención', 'información']","['acceso', 'internet', 'resultar', 'lento', 'serio', 'conveniente', 'explorar', 'opción', 'mejorar', 'velocidad', 'estabilidad', 'conexión', 'facilitar', 'búsqueda', 'obtención', 'información']",Positivo,78.78%,7,acceso
SEDE 1,FACULTAD 4,LICENCIATURA 17,el acceso a otro laboratorios requeridos por algunas materias,el acceso a otro laboratorios requeridos por algunas materias,"['acceso', 'laboratorios', 'requeridos', 'materias']","['acceso', 'laboratorio', 'requerido', 'materia']",Positivo,54.78%,1,laboratorio
SEDE 7,FACULTAD 3,LICENCIATURA 08,El acceso al Internet institucional debería tener más accesibilidad y rapidez para la navegación,El acceso al Internet institucional debería tener más accesibilidad y rapidez para la navegación,"['acceso', 'internet', 'institucional', 'debería', 'tener', 'accesibilidad', 'rapidez', 'navegación']","['acceso', 'internet', 'institucional', 'deber', 'accesibilidad', 'rapidez', 'navegación']",Positivo,44.03%,3,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 09,"el aire en las instalaciones, en algunos salones no se siente , en otros parece congelador","el aire en las instalaciones, en algunos salones no se siente , en otros parece congelador","['aire', 'instalaciones', 'salones', 'parece', 'congelador']","['airar', 'instalación', 'salón', 'congelador']",Positivo,56.25%,4,
SEDE 8,FACULTAD 3,INGENIERIA 15,"El área de la fotocopiadora debe de estar en funcionamiento, se debe agrandar el espacio y por lo tanto agregar otros servicios que los estudiantes necesiten","El área de la fotocopiadora debe de estar en funcionamiento, se debe agrandar el espacio y por lo tanto agregar otros servicios que los estudiantes necesiten","['área', 'fotocopiadora', 'debe', 'funcionamiento', 'debe', 'agrandar', 'espacio', 'agregar', 'servicios', 'estudiantes', 'necesiten']","['área', 'fotocopiadoro', 'funcionamiento', 'agrandar', 'espacio', 'agregar', 'servicio', 'estudiant', 'necesitar']",Positivo,54.75%,1,laboratorio
SEDE 1,FACULTAD 4,LICENCIATURA 19,El área para estacionamientos debe ser un poco más amplio.,El área para estacionamientos debe ser un poco más amplio.,"['área', 'estacionamientos', 'debe', 'ser', 'amplio']","['área', 'estacionamiento', 'amplio']",Positivo,78.10%,4,
SEDE 1,FACULTAD 3,LICENCIATURA 09,El aseo dentro de algunos centro sanitarios,El aseo dentro de algunos centro sanitarios,"['aseo', 'dentro', 'centro', 'sanitarios']","['aseir', 'centro', 'sanitario']",Positivo,56.21%,7,acceso
SEDE 7,FACULTAD 3,LICENCIATURA 08,El aula de clase posee moviliario muy ambiguo e incomodo.,El aula de clase posee moviliario muy ambiguo e incomodo.,"['aula', 'clase', 'posee', 'moviliario', 'ambiguo', 'incomodo']","['aula', 'clase', 'poseer', 'moviliario', 'ambiguo', 'incomodo']",Positivo,56.24%,4,
SEDE 1,FACULTAD 3,POSTGRADO 38,"El aviso de inicio de clases, lo hacen con poco tiempo de anticipación, lo que no permite que el estudiante se programe adecuadamente para las clases de la primera semana.","El aviso de inicio de clases, lo hacen con poco tiempo de anticipación, lo que no permite que el estudiante se programe adecuadamente para las clases de la primera semana.","['aviso', 'inicio', 'clases', 'hacen', 'tiempo', 'anticipación', 'permite', 'estudiante', 'programe', 'adecuadamente', 'clases', 'primera', 'semana']","['aviso', 'inicio', 'clase', 'tiempo', 'anticipación', 'permitir', 'estudiante', 'programe', 'adecuadamente', 'clase', 'semana']",Positivo,53.03%,5,centro
